class,x1,y1,z1,v1,x2,y2,z2,v2,x3,y3,z3,v3,x4,y4,z4,v4,x5,y5,z5,v5,x6,y6,z6,v6,x7,y7,z7,v7,x8,y8,z8,v8,x9,y9,z9,v9,x10,y10,z10,v10,x11,y11,z11,v11,x12,y12,z12,v12,x13,y13,z13,v13,x14,y14,z14,v14,x15,y15,z15,v15,x16,y16,z16,v16,x17,y17,z17,v17,x18,y18,z18,v18,x19,y19,z19,v19,x20,y20,z20,v20,x21,y21,z21,v21,x22,y22,z22,v22,x23,y23,z23,v23,x24,y24,z24,v24,x25,y25,z25,v25,x26,y26,z26,v26,x27,y27,z27,v27,x28,y28,z28,v28,x29,y29,z29,v29,x30,y30,z30,v30,x31,y31,z31,v31,x32,y32,z32,v32,x33,y33,z33,v33
left,0.6391922831535339,0.44003164768218994,-1.0529067516326904,0.99984210729599,0.6439912915229797,0.3593200147151947,-0.9608362913131714,0.9995995163917542,0.6567539572715759,0.3610158860683441,-0.9606739282608032,0.9996862411499023,0.6690560579299927,0.36317598819732666,-0.9609088897705078,0.9995823502540588,0.594754695892334,0.35916078090667725,-0.9913668632507324,0.9996812343597412,0.5711435079574585,0.3608130216598511,-0.990615725517273,0.9997523427009583,0.5453177094459534,0.3639317750930786,-0.99128657579422,0.9996897578239441,0.6525945663452148,0.40872570872306824,-0.471853643655777,0.9995205998420715,0.46629923582077026,0.41388022899627686,-0.6392021179199219,0.9997885227203369,0.6580594778060913,0.5217376351356506,-0.8713140487670898,0.9997528195381165,0.5971223711967468,0.5328704118728638,-0.908055305480957,0.9998167753219604,0.8020289540290833,0.8533693552017212,-0.16510437428951263,0.9980750679969788,0.2504006028175354,0.8684290647506714,-0.527550995349884,0.9992387890815735,0.9454420208930969,1.3136104345321655,0.012182865291833878,0.09098518639802933,0.1491050124168396,1.38126802444458,-0.4051331579685211,0.2884451448917389,0.9464755058288574,1.732242465019226,-0.3782620131969452,0.032805368304252625,0.14766746759414673,1.7443197965621948,-0.7484429478645325,0.10000515729188919,0.9874656796455383,1.8699932098388672,-0.4727398455142975,0.04919494315981865,0.13533450663089752,1.8890399932861328,-0.8627879023551941,0.13413359224796295,0.931403636932373,1.8785649538040161,-0.5570555925369263,0.07893361151218414,0.19558605551719666,1.8911159038543701,-0.9675143957138062,0.1969987004995346,0.9044609069824219,1.820753812789917,-0.44190701842308044,0.08011254668235779,0.2112453430891037,1.8317714929580688,-0.8041208982467651,0.18364736437797546,0.7288094758987427,1.7852873802185059,-0.011565808206796646,0.0003431143122725189,0.3535574674606323,1.7956616878509521,0.018102053552865982,0.0003412518126424402,0.7029538750648499,2.568674325942993,0.023929413408041,0.00016040356422308832,0.36478203535079956,2.579080820083618,0.11557841300964355,9.195396705763415e-05,0.6946122050285339,3.2901077270507812,0.8556182980537415,3.2788382668513805e-05,0.36578917503356934,3.2881062030792236,0.8069521188735962,5.654480446537491e-06,0.6895803213119507,3.408923864364624,0.8939716219902039,2.5480730982962996e-05,0.35811489820480347,3.4070661067962646,0.8481294512748718,1.2433057236194145e-05,0.6793724298477173,3.499833345413208,0.17295882105827332,0.000124537997180596,0.42064493894577026,3.485363245010376,0.023355167359113693,4.6361517888726667e-05
left,0.6395274996757507,0.4388023614883423,-1.0252076387405396,0.9998347759246826,0.6441243886947632,0.3580971956253052,-0.9391925930976868,0.9995766878128052,0.6569494009017944,0.3599165380001068,-0.9390850067138672,0.9996737837791443,0.6693286299705505,0.3622003495693207,-0.9392393827438354,0.9995623230934143,0.5948805809020996,0.3580816388130188,-0.9879111051559448,0.9996570944786072,0.5714391469955444,0.35985925793647766,-0.9870918393135071,0.9997362494468689,0.5457066297531128,0.36309510469436646,-0.9877607226371765,0.9996632933616638,0.6532411575317383,0.4084535539150238,-0.46899494528770447,0.9995025396347046,0.46668991446495056,0.4137873649597168,-0.6824413537979126,0.9997723698616028,0.6594924330711365,0.52020663022995,-0.8507286310195923,0.9997439384460449,0.5978224873542786,0.5312228202819824,-0.9079878926277161,0.9998061060905457,0.8032712936401367,0.8531755805015564,-0.16608826816082,0.9980758428573608,0.2516646385192871,0.8677641153335571,-0.573685884475708,0.9992112517356873,0.9458469152450562,1.3150678873062134,0.004024510737508535,0.0927307978272438,0.14934465289115906,1.3807257413864136,-0.4402153491973877,0.28740033507347107,0.9514642953872681,1.7329843044281006,-0.40397563576698303,0.033238135278224945,0.14663133025169373,1.7432667016983032,-0.7589339017868042,0.10002317279577255,0.9947841763496399,1.8711838722229004,-0.4975525736808777,0.04948240891098976,0.1381833255290985,1.8884862661361694,-0.8768075108528137,0.133843332529068,0.9375826716423035,1.8807579278945923,-0.5837568044662476,0.07948435842990875,0.19439783692359924,1.8911243677139282,-0.9863837957382202,0.19657622277736664,0.9100335240364075,1.8222440481185913,-0.4664645791053772,0.08067110925912857,0.2098669558763504,1.831726312637329,-0.8177245259284973,0.1832360178232193,0.7296187281608582,1.7852404117584229,-0.010671284049749374,0.0003422255686018616,0.3539051413536072,1.7950060367584229,0.017266947776079178,0.0003379617992322892,0.7039003968238831,2.5688467025756836,0.05139894038438797,0.00015488392091356218,0.365253746509552,2.5779383182525635,0.11662493646144867,8.8574415713083e-05,0.6950621008872986,3.288879632949829,0.9474166035652161,3.185722016496584e-05,0.36603206396102905,3.2853951454162598,0.8415757417678833,5.554224117076956e-06,0.6902212500572205,3.4076461791992188,0.9924668073654175,2.474894790793769e-05,0.35819679498672485,3.4048473834991455,0.8860265612602234,1.2214291018608492e-05,0.6793791055679321,3.4975028038024902,0.24784135818481445,0.00012166579108452424,0.4217819571495056,3.4825656414031982,0.04389422386884689,4.5299140765564516e-05
left,0.6431307196617126,0.43801552057266235,-0.8329013586044312,0.9998281598091125,0.6452387571334839,0.35767677426338196,-0.7594882249832153,0.9995605945587158,0.6575877070426941,0.3594594895839691,-0.7592531442642212,0.9996615052223206,0.6695966720581055,0.3616766631603241,-0.75929194688797,0.9995492100715637,0.5971341133117676,0.35793277621269226,-0.8157542943954468,0.9996448755264282,0.5743470191955566,0.3597882390022278,-0.8149453997612,0.9997255802154541,0.5490554571151733,0.3630639314651489,-0.8156349062919617,0.9996514320373535,0.6526341438293457,0.4082173705101013,-0.37530452013015747,0.9994874000549316,0.4687073826789856,0.41402101516723633,-0.6098544001579285,0.9997629523277283,0.6614848971366882,0.5190686583518982,-0.6907079219818115,0.999732255935669,0.60129314661026,0.5306342244148254,-0.7575713992118835,0.9997963309288025,0.8041725158691406,0.8531529307365417,-0.13192439079284668,0.9980584979057312,0.2523075342178345,0.8680216073989868,-0.5664149522781372,0.9992037415504456,0.946736216545105,1.3166307210922241,0.08421994745731354,0.09341392666101456,0.1534915417432785,1.380873441696167,-0.42211097478866577,0.2836467921733856,0.9510573148727417,1.7341899871826172,-0.12385185062885284,0.03283016383647919,0.1478087306022644,1.7433834075927734,-0.6095569729804993,0.09924019873142242,0.9945381283760071,1.8720446825027466,-0.17596665024757385,0.04886545613408089,0.13446089625358582,1.8838471174240112,-0.6927992105484009,0.13353906571865082,0.9373456239700317,1.8809990882873535,-0.23935863375663757,0.0784473866224289,0.19468510150909424,1.890932559967041,-0.7941192388534546,0.19558332860469818,0.9095735549926758,1.8227980136871338,-0.17018799483776093,0.07969708740711212,0.21046701073646545,1.831677794456482,-0.6626452207565308,0.18255482614040375,0.7304534912109375,1.7852176427841187,-0.0051405346021056175,0.00033761339727789164,0.3543870747089386,1.7947289943695068,0.01162748597562313,0.0003344003052916378,0.7054929733276367,2.568565845489502,0.038997601717710495,0.00014835139154456556,0.3668711185455322,2.577087879180908,0.0831104964017868,8.548255573259667e-05,0.6962984800338745,3.288240909576416,0.9018937349319458,3.0290273571154103e-05,0.3669818341732025,3.284132719039917,0.7368417978286743,5.397647782956483e-06,0.6914082765579224,3.4061782360076904,0.9398804903030396,2.3627731934539042e-05,0.3590357303619385,3.4032201766967773,0.776473343372345,1.1768303920689505e-05,0.6811649799346924,3.4972424507141113,0.20055289566516876,0.00011853540490847081,0.42238783836364746,3.480677604675293,0.0027517289854586124,4.3954587454209104e-05
left,0.6447936296463013,0.4378172755241394,-0.8972797393798828,0.999826192855835,0.6458127498626709,0.3575170934200287,-0.8182099461555481,0.999550998210907,0.6579015851020813,0.35923081636428833,-0.8180900812149048,0.9996550679206848,0.6697102785110474,0.3613561987876892,-0.8182162046432495,0.999539852142334,0.5982725024223328,0.35789698362350464,-0.8778456449508667,0.9996376633644104,0.5756603479385376,0.3597673773765564,-0.8769991993904114,0.9997200965881348,0.5503412485122681,0.36305442452430725,-0.8776968717575073,0.9996435642242432,0.6518310904502869,0.4077782928943634,-0.40257611870765686,0.999474823474884,0.46956855058670044,0.41404804587364197,-0.6412399411201477,0.9997555017471313,0.6627201437950134,0.5183835029602051,-0.7424466609954834,0.9997278451919556,0.6036074757575989,0.5300625562667847,-0.8123430013656616,0.9997919201850891,0.8042098879814148,0.8528357148170471,-0.1454763412475586,0.9980065822601318,0.2526327073574066,0.8681644797325134,-0.5732969045639038,0.9991760849952698,0.9443955421447754,1.3166701793670654,0.0765865296125412,0.09292498975992203,0.15499091148376465,1.383837342262268,-0.42324429750442505,0.280887246131897,0.9499891400337219,1.7351406812667847,-0.1634656935930252,0.03275390341877937,0.15050539374351501,1.7477964162826538,-0.6267076134681702,0.09994332492351532,0.9938214421272278,1.8741120100021362,-0.2261980026960373,0.04881119355559349,0.13395552337169647,1.8923225402832031,-0.7143188714981079,0.13469058275222778,0.937012791633606,1.8845107555389404,-0.2992326617240906,0.07844685018062592,0.19663625955581665,1.896640658378601,-0.8127605319023132,0.19699352979660034,0.909214973449707,1.8260729312896729,-0.21486930549144745,0.0796584039926529,0.2126048058271408,1.836856722831726,-0.6796285510063171,0.18366235494613647,0.7321862578392029,1.7852236032485962,-0.008882123976945877,0.0003265887207817286,0.3560452461242676,1.7951494455337524,0.015402542427182198,0.00032251692027784884,0.7089719176292419,2.568601369857788,0.031425636261701584,0.0001449591654818505,0.3712565302848816,2.577925205230713,0.1557563841342926,8.280826295958832e-05,0.7021991014480591,3.288261890411377,0.8733794093132019,3.02199932775693e-05,0.37446457147598267,3.284933567047119,0.9026347398757935,5.354466793505708e-06,0.6981626152992249,3.4062581062316895,0.911564826965332,2.3460848751710728e-05,0.3665194809436798,3.404066324234009,0.9523418545722961,1.1705730685207527e-05,0.687635064125061,3.4972994327545166,0.181918665766716,0.00011865384294651449,0.43268537521362305,3.4820570945739746,0.1422802358865738,4.395004361867905e-05
left,0.6452300548553467,0.43813470005989075,-0.9683598279953003,0.9998244643211365,0.6464514136314392,0.35778534412384033,-0.8809590339660645,0.999541163444519,0.6585566997528076,0.35953691601753235,-0.8808640241622925,0.9996517300605774,0.6703010201454163,0.36171072721481323,-0.8810063600540161,0.9995309710502625,0.5986605882644653,0.35804283618927,-0.9465583562850952,0.9996277093887329,0.5760143995285034,0.3598822355270386,-0.9457510709762573,0.9997158646583557,0.5506088733673096,0.3631817400455475,-0.9464770555496216,0.9996333718299866,0.6520488858222961,0.40804144740104675,-0.41718658804893494,0.9994668364524841,0.47006067633628845,0.4144227206707001,-0.6832051873207092,0.9997495412826538,0.662971019744873,0.5186042189598083,-0.7946469187736511,0.9997264742851257,0.6037110090255737,0.5302533507347107,-0.8725376129150391,0.9997891187667847,0.8042094111442566,0.8530619144439697,-0.13718104362487793,0.9980481863021851,0.2534647583961487,0.8681600689888,-0.5973385572433472,0.9991826415061951,0.9444267153739929,1.3171945810317993,0.08311661332845688,0.09820084273815155,0.15479348599910736,1.3843024969100952,-0.44252848625183105,0.2901042401790619,0.9519907236099243,1.7351597547531128,-0.23560388386249542,0.033597297966480255,0.15052449703216553,1.7506811618804932,-0.6847714781761169,0.10296698659658432,0.9960514307022095,1.8746460676193237,-0.3187522292137146,0.049093786627054214,0.1375357210636139,1.8942941427230835,-0.7955403923988342,0.1366373598575592,0.9385941624641418,1.8856217861175537,-0.41408199071884155,0.07896950095891953,0.1953922063112259,1.9004638195037842,-0.908769965171814,0.19932927191257477,0.9113976359367371,1.826522946357727,-0.30116552114486694,0.08008784055709839,0.21084702014923096,1.8393841981887817,-0.7429428100585938,0.185491144657135,0.7328490018844604,1.7856909036636353,-0.005912266671657562,0.00032807065872475505,0.35645589232444763,1.7951738834381104,0.01252446137368679,0.0003220700309611857,0.7092932462692261,2.5697662830352783,0.02814832702279091,0.00014099391410127282,0.3712494671344757,2.577960252761841,0.13142946362495422,8.062205597525463e-05,0.7020833492279053,3.288994073867798,0.8745728731155396,2.985230639751535e-05,0.37342575192451477,3.2852418422698975,0.8944282531738281,5.419321041699732e-06,0.6981086730957031,3.407355308532715,0.9145415425300598,2.3140439225244336e-05,0.3644740879535675,3.404923915863037,0.9510801434516907,1.184886150440434e-05,0.6867557764053345,3.497371196746826,0.1709684431552887,0.00011876433563884348,0.4326130747795105,3.4822804927825928,0.037279751151800156,4.39467366959434e-05
left,0.6455068588256836,0.4383660554885864,-0.9875506162643433,0.9998230338096619,0.6469648480415344,0.35794445872306824,-0.8991414308547974,0.9995328187942505,0.6591091156005859,0.3597294092178345,-0.8990468978881836,0.9996491074562073,0.6708310842514038,0.36194202303886414,-0.8991822004318237,0.9995233416557312,0.598983108997345,0.35809463262557983,-0.9645735025405884,0.9996191263198853,0.5763311982154846,0.35990360379219055,-0.9637727737426758,0.9997124671936035,0.5508765578269958,0.36319321393966675,-0.9644924998283386,0.9996246695518494,0.6522945165634155,0.40819671750068665,-0.42382463812828064,0.9994601607322693,0.470468670129776,0.4145054519176483,-0.6946200728416443,0.9997446537017822,0.6631703972816467,0.5187700390815735,-0.8108909726142883,0.9997254014015198,0.6037858724594116,0.5303541421890259,-0.8889634013175964,0.9997868537902832,0.8042093515396118,0.8532898426055908,-0.13219691812992096,0.9980851411819458,0.2539975643157959,0.8681668043136597,-0.6053066253662109,0.9991886615753174,0.9444512128829956,1.3176640272140503,0.08409909158945084,0.1028418019413948,0.15470720827579498,1.3849523067474365,-0.4518125653266907,0.298494428396225,0.9530935287475586,1.735195279121399,-0.2697947919368744,0.034334201365709305,0.15061907470226288,1.7535475492477417,-0.7103478312492371,0.1058087944984436,0.9971556663513184,1.8753308057785034,-0.35697105526924133,0.049315743148326874,0.13971395790576935,1.8958606719970703,-0.8262507319450378,0.13848988711833954,0.9393148422241211,1.8868087530136108,-0.4526858329772949,0.07939682900905609,0.19452211260795593,1.90311598777771,-0.9411600232124329,0.20159411430358887,0.9124749898910522,1.8271210193634033,-0.33663591742515564,0.0804247111082077,0.2096666544675827,1.8412781953811646,-0.7694910764694214,0.18726345896720886,0.7334896326065063,1.7862340211868286,-0.0037365637253969908,0.0003305874124635011,0.35693225264549255,1.7952829599380493,0.010393061675131321,0.00032275135163217783,0.7097066044807434,2.570878744125366,0.025942876935005188,0.0001380175381200388,0.37127333879470825,2.5779902935028076,0.11475305259227753,7.891209679655731e-05,0.702061653137207,3.2897579669952393,0.8736752271652222,2.967187720059883e-05,0.373050719499588,3.2857038974761963,0.8701780438423157,5.508269168785773e-06,0.6981077790260315,3.408479928970337,0.9140833020210266,2.2959469788474962e-05,0.3636050224304199,3.4058964252471924,0.9170832633972168,1.2031159712933004e-05,0.686505913734436,3.4975104331970215,0.16509303450584412,0.00011942954733967781,0.43240872025489807,3.4826502799987793,-0.006757698021829128,4.4126347347628325e-05
left,0.6450890302658081,0.4386790990829468,-0.9815962910652161,0.9998216032981873,0.6467332243919373,0.3583534061908722,-0.8954263925552368,0.9995248317718506,0.658930242061615,0.36017897725105286,-0.8953143954277039,0.9996455907821655,0.6707054972648621,0.36244818568229675,-0.8954259753227234,0.9995165467262268,0.5985113382339478,0.35834014415740967,-0.9574874043464661,0.9996113181114197,0.575680673122406,0.3601241111755371,-0.9566661715507507,0.9997079968452454,0.5500932931900024,0.36343124508857727,-0.9573609232902527,0.9996163249015808,0.6522246599197388,0.4086466431617737,-0.4295516014099121,0.9994518160820007,0.4698787331581116,0.41525787115097046,-0.6874767541885376,0.999738335609436,0.6627334356307983,0.5190138816833496,-0.8086024522781372,0.9997205138206482,0.6027729511260986,0.5306046605110168,-0.8826419711112976,0.99978107213974,0.8048591613769531,0.8537601828575134,-0.135760098695755,0.9980924725532532,0.2542218565940857,0.868218719959259,-0.6002787947654724,0.999186635017395,0.9441633224487305,1.322650671005249,0.07969757169485092,0.10273855179548264,0.15670649707317352,1.386373519897461,-0.44433435797691345,0.2961394786834717,0.952044665813446,1.7390532493591309,-0.2609570026397705,0.03385702893137932,0.15063531696796417,1.7535291910171509,-0.6998857259750366,0.10496718436479568,0.9959045648574829,1.8796552419662476,-0.3397776186466217,0.04859200492501259,0.14517022669315338,1.895990014076233,-0.8115817904472351,0.13751210272312164,0.9377840161323547,1.8910346031188965,-0.4273371696472168,0.07838821411132812,0.19477593898773193,1.9033591747283936,-0.9236254692077637,0.2003599852323532,0.9113807678222656,1.8305084705352783,-0.3232668936252594,0.07939378172159195,0.21000802516937256,1.8415640592575073,-0.7583711743354797,0.18601134419441223,0.733612060546875,1.7866047620773315,-0.003779157530516386,0.0003257391508668661,0.3569338321685791,1.7953284978866577,0.01044866256415844,0.00031772002694197,0.7096746563911438,2.5710642337799072,0.034988418221473694,0.00013317020784597844,0.3711317777633667,2.577878713607788,0.12685543298721313,7.593919872306287e-05,0.7011362314224243,3.2892608642578125,0.9006192088127136,2.870544994948432e-05,0.37204304337501526,3.2850961685180664,0.8660186529159546,5.370287453843048e-06,0.6973447799682617,3.407857656478882,0.9435665011405945,2.219189627794549e-05,0.3626607060432434,3.40531063079834,0.9118960499763489,1.1726308912329841e-05,0.6829788684844971,3.49723219871521,0.2071731984615326,0.0001168194503406994,0.43150654435157776,3.482177734375,0.06062612682580948,4.307744529796764e-05
left,0.6459283828735352,0.4381830394268036,-0.961931586265564,0.9998185634613037,0.6473341584205627,0.358206570148468,-0.8776025772094727,0.9995168447494507,0.6594339609146118,0.3600601255893707,-0.8774286508560181,0.9996403455734253,0.671116292476654,0.36234986782073975,-0.8775709867477417,0.9995102286338806,0.5995505452156067,0.35814329981803894,-0.9425190091133118,0.9996058940887451,0.577079713344574,0.3598736822605133,-0.9417031407356262,0.9997044205665588,0.5517888069152832,0.3630950152873993,-0.9423840641975403,0.9996113777160645,0.6522160768508911,0.40863555669784546,-0.42498621344566345,0.9994450807571411,0.47111445665359497,0.415209025144577,-0.6829992532730103,0.9997334480285645,0.6632469296455383,0.5185057520866394,-0.7947717905044556,0.999717116355896,0.603866696357727,0.5297248363494873,-0.8725894689559937,0.9997772574424744,0.8048657178878784,0.8537713885307312,-0.13444291055202484,0.9980971813201904,0.25438204407691956,0.8684061765670776,-0.6010900139808655,0.9991893172264099,0.9436041116714478,1.3226237297058105,0.12367379665374756,0.10426636785268784,0.15872077643871307,1.3865792751312256,-0.4584139287471771,0.29654836654663086,0.9500409960746765,1.7382495403289795,-0.10770775377750397,0.0330917127430439,0.15131141245365143,1.7517132759094238,-0.7098003625869751,0.10389169305562973,0.9918047785758972,1.878638505935669,-0.1606339067220688,0.04726795852184296,0.14059700071811676,1.889600396156311,-0.8171542882919312,0.13590212166309357,0.935343861579895,1.889809012413025,-0.24041828513145447,0.07625994831323624,0.19539862871170044,1.9007986783981323,-0.9241195917129517,0.19760318100452423,0.9101365208625793,1.8294548988342285,-0.16155752539634705,0.07724098861217499,0.2106713503599167,1.8392987251281738,-0.7659653425216675,0.18328167498111725,0.7338927388191223,1.7848824262619019,-0.0027210102416574955,0.00032531339093111455,0.35748934745788574,1.793758511543274,0.009321421384811401,0.0003175285819452256,0.7106809020042419,2.568415880203247,0.04128105193376541,0.00013002779451198876,0.372801810503006,2.5743746757507324,0.12977415323257446,7.474726589862257e-05,0.7031182646751404,3.28631329536438,0.9016327857971191,2.8374322937452234e-05,0.374995619058609,3.2821877002716064,0.8622565269470215,5.457751740323147e-06,0.6995574831962585,3.404270648956299,0.9434241056442261,2.1845220544491895e-05,0.3656700849533081,3.4018778800964355,0.9077982902526855,1.1835059012810234e-05,0.686183750629425,3.4938156604766846,0.21465274691581726,0.00011752264254027978,0.4358440339565277,3.479342222213745,0.07686743885278702,4.327697024564259e-05
left,0.6415895223617554,0.4375583529472351,-0.9637945890426636,0.9998226761817932,0.6448647975921631,0.3579406142234802,-0.8800538182258606,0.9995262026786804,0.6575959920883179,0.35988813638687134,-0.8798773884773254,0.9996469020843506,0.6699090003967285,0.3622589111328125,-0.8799877166748047,0.9995203018188477,0.5955827236175537,0.35771894454956055,-0.9413465261459351,0.9996125102043152,0.5721694231033325,0.3595278561115265,-0.9405428171157837,0.9997082352638245,0.5466474890708923,0.36279210448265076,-0.9412314295768738,0.9996170401573181,0.6522780060768127,0.40869027376174927,-0.4353403151035309,0.9994529485702515,0.46949702501296997,0.41518881916999817,-0.6592989563941956,0.9997350573539734,0.6611064672470093,0.5182332396507263,-0.799761176109314,0.999721348285675,0.5987225770950317,0.5291294455528259,-0.8707760572433472,0.9997790455818176,0.805525004863739,0.8548041582107544,-0.1699870526790619,0.9981063008308411,0.25439372658729553,0.8684462904930115,-0.5678716897964478,0.9991901516914368,0.9435675740242004,1.3249720335006714,0.045163046568632126,0.10318960249423981,0.1569042205810547,1.3864037990570068,-0.4115973114967346,0.29209351539611816,0.9494123458862305,1.7392222881317139,-0.20921607315540314,0.032972946763038635,0.15128423273563385,1.7519525289535522,-0.6892830729484558,0.10323771834373474,0.991232693195343,1.8790366649627686,-0.27224937081336975,0.047410137951374054,0.13492141664028168,1.894921898841858,-0.7949264645576477,0.13583320379257202,0.9343684911727905,1.8898742198944092,-0.33912771940231323,0.07662376016378403,0.19513076543807983,1.9007785320281982,-0.897031307220459,0.19774694740772247,0.9090387225151062,1.8297079801559448,-0.25761088728904724,0.07749412953853607,0.21055269241333008,1.8394157886505127,-0.7451308369636536,0.1835232824087143,0.7338999509811401,1.7849429845809937,-0.013663483783602715,0.00031541354837827384,0.3569171726703644,1.793778657913208,0.02034885063767433,0.0003084103518631309,0.7105902433395386,2.5688295364379883,0.04935777559876442,0.00012438527483027428,0.37272191047668457,2.5744857788085938,0.18363580107688904,7.132883911253884e-05,0.7029878497123718,3.2859370708465576,0.9249159097671509,2.7316875275573693e-05,0.3748992681503296,3.281827449798584,0.9491332769393921,5.199356110097142e-06,0.6995340585708618,3.403676748275757,0.9685949087142944,2.098174263664987e-05,0.36564120650291443,3.401118278503418,1.0006487369537354,1.1313783943478484e-05,0.6846337914466858,3.4936938285827637,0.24258415400981903,0.00011305433145025745,0.43561044335365295,3.4793972969055176,0.18734660744667053,4.168017767369747e-05
left,0.6414908170700073,0.43696457147598267,-0.9678424000740051,0.9998224377632141,0.6448694467544556,0.35761502385139465,-0.8838475346565247,0.9995222687721252,0.6576101779937744,0.35960903763771057,-0.8837066888809204,0.9996452927589417,0.6699691414833069,0.3620297312736511,-0.8837851285934448,0.9995156526565552,0.5955855250358582,0.35740864276885986,-0.9423123598098755,0.9996088743209839,0.5721870064735413,0.3592255413532257,-0.941496729850769,0.9997069239616394,0.5466598868370056,0.3624872863292694,-0.942163348197937,0.9996140003204346,0.6528828740119934,0.4086908996105194,-0.43862104415893555,0.999447762966156,0.4695606231689453,0.4150571823120117,-0.6603260636329651,0.9997326731681824,0.6611211895942688,0.5176296830177307,-0.8036060333251953,0.9997183680534363,0.5987273454666138,0.5283510684967041,-0.8716467618942261,0.9997767806053162,0.8055262565612793,0.8548383712768555,-0.16979748010635376,0.998089075088501,0.2544020116329193,0.8688329458236694,-0.5682275295257568,0.9991852641105652,0.9420930743217468,1.324805736541748,0.0435819998383522,0.10339229553937912,0.15687745809555054,1.3860095739364624,-0.41300827264785767,0.2928769588470459,0.9463297128677368,1.738752841949463,-0.22588713467121124,0.03334438428282738,0.15135399997234344,1.752148985862732,-0.6868478655815125,0.10448545962572098,0.9875198602676392,1.8786979913711548,-0.2937750816345215,0.04783673211932182,0.1330927610397339,1.8986759185791016,-0.7929040193557739,0.13724447786808014,0.9310744404792786,1.8893595933914185,-0.364859938621521,0.07732532918453217,0.19559207558631897,1.8998358249664307,-0.8953160047531128,0.19991448521614075,0.9060147404670715,1.8292609453201294,-0.2768206000328064,0.07817210257053375,0.2110024243593216,1.8385013341903687,-0.7426880598068237,0.18543311953544617,0.7339373826980591,1.7846696376800537,-0.01352017093449831,0.0003119321772828698,0.357021301984787,1.7935678958892822,0.020200269296765327,0.0003048175713047385,0.7111361622810364,2.5686991214752197,0.029011109843850136,0.00012426378089003265,0.3740167021751404,2.574537754058838,0.14738480746746063,7.105665281414986e-05,0.7046763300895691,3.285957098007202,0.8762050867080688,2.757821675913874e-05,0.37910038232803345,3.281921863555908,0.822647213935852,5.211323696130421e-06,0.7012853026390076,3.4038662910461426,0.9167148470878601,2.12038321478758e-05,0.3707095980644226,3.401336908340454,0.862895131111145,1.1401830306567717e-05,0.6875471472740173,3.4934470653533936,0.1907150149345398,0.00011444753181422129,0.4384053349494934,3.479405641555786,0.050776880234479904,4.224976146360859e-05
left,0.6415552496910095,0.4365374445915222,-0.975234866142273,0.9998252987861633,0.6449023485183716,0.35716092586517334,-0.890600860118866,0.9995278716087341,0.6576541662216187,0.3591422140598297,-0.8904574513435364,0.9996495842933655,0.6700376272201538,0.36155256628990173,-0.8905349969863892,0.9995209574699402,0.5956089496612549,0.35712671279907227,-0.9467188119888306,0.9996129870414734,0.572252631187439,0.3589910864830017,-0.9458928108215332,0.9997097849845886,0.5467404127120972,0.3623006045818329,-0.9465346336364746,0.9996172785758972,0.6530884504318237,0.4086526036262512,-0.44689616560935974,0.9994531273841858,0.469605028629303,0.41511666774749756,-0.6655576229095459,0.9997347593307495,0.6615110039710999,0.5172373056411743,-0.8121792674064636,0.9997228980064392,0.5988529920578003,0.5280088186264038,-0.8774874806404114,0.9997799396514893,0.8058799505233765,0.8558964133262634,-0.18149124085903168,0.9980872273445129,0.25447362661361694,0.8688545227050781,-0.5727530717849731,0.9991805553436279,0.9426161646842957,1.3249753713607788,0.03001212514936924,0.10393477976322174,0.15689989924430847,1.3861738443374634,-0.41465893387794495,0.29162096977233887,0.9468862414360046,1.7389875650405884,-0.24984517693519592,0.033894188702106476,0.15138772130012512,1.7521616220474243,-0.6896736025810242,0.1052912101149559,0.9883408546447754,1.8790074586868286,-0.32314532995224,0.0485977940261364,0.14375337958335876,1.8984150886535645,-0.7969223260879517,0.138362854719162,0.9315961599349976,1.8895175457000732,-0.3962958753108978,0.07849876582622528,0.19669944047927856,1.8998000621795654,-0.9006977081298828,0.2014351338148117,0.9062954187393188,1.8295073509216309,-0.30218571424484253,0.07929877191781998,0.21209228038787842,1.8384672403335571,-0.7461071014404297,0.18685707449913025,0.7349408268928528,1.7856091260910034,-0.014915866777300835,0.00030874513322487473,0.35744693875312805,1.7944468259811401,0.021578621119260788,0.0003011609078384936,0.7113221883773804,2.570190668106079,0.04061348736286163,0.00012324478302616626,0.3739296793937683,2.576197862625122,0.16682854294776917,6.979631871217862e-05,0.7048109769821167,3.286961555480957,0.9048608541488647,2.757644142548088e-05,0.378964364528656,3.2824547290802,0.9074501991271973,5.131930265633855e-06,0.7013998627662659,3.405437469482422,0.9466816782951355,2.1136031136848032e-05,0.3705742061138153,3.401763439178467,0.9556483030319214,1.1253953744017053e-05,0.6878769397735596,3.4940528869628906,0.21841073036193848,0.00011365667887730524,0.43812036514282227,3.4805514812469482,0.14007173478603363,4.187377271591686e-05
